"freq,spscheme,spdep,spdepm,unit,geo\TIME_PERIOD",2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,EU27_2007",6685.33 e,6485.1 ,3782.9 ,4055.56 e,3804.42 ,3776.26 ,3956.12 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,EU27_2020",1795.09 e,1758.72 e,1773.72 e,1768.45 e,1742.77 e,1705.42 e,1826.95 e,1901.69 e,1922.63 p,1937.85 p,2075.35 p,2240.07 p
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,EU28",6685.75 e,6485.52 e,3783.6 e,4056.78 e,3805.98 e,3777.94 e,3958.08 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,FR",376.88 ,354.89 ,329.48 ,315.45 ,293.79 ,263.37 ,247.99 ,230.14 ,218.89 ,200.49 ,190.34 ,188.67 p
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,HR",0.42 e,0.42 e,0.7 e,1.22 e,1.56 e,1.68 e,1.96 e,2.1 e,2.33 ,2.46 e,2.27 ,3.01 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,HU",0 ,0 ,0 ,0 b,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,IT",84 ,86 ,93 ,80 ,83 ,43 ,50 ,51 ,52 ,41 p,52 p,48 p
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,LT",1.46 ,1.08 ,1.17 ,0.9 ,1.23 ,0.96 ,1.11 ,7.28 ,8.32 p,20.6 p,27.61 ,27.55 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,LU",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,LV",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 ,0 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,MT",0.3 ,0.3 ,0.31 ,0.28 ,0.26 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,NO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,PL",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,0 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,PT",3.96 ,4.25 ,4.05 ,3.93 ,3.87 ,4.02 ,4.32 ,4.95 ,5.77 ,6.02 ,5.7 ,5.97 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,RO",0.22 e,0.79 ,0.88 ,0.88 e,0.88 ,0.86 ,0.84 ,0.83 ,0.81 ,0.8 ,0.8 ,0.9 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,RS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,SI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 ,0 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,SK",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,TR",1335.42 ,1405.49 ,1420.52 ,1451.55 ,1511.55 ,1396.59 ,1176.68 ,1290.33 ,1157.6 ,1024.48 ,1017.06 ,1204.56 
"A,TOTAL,KND_ASS_DT,MT,MIO_EUR,UK",4890.66 ,4726.8 ,2009.88 ,2288.33 ,2063.21 ,2072.52 ,2131.13 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,AL",: ,: ,: ,: ,: ,: ,19.7 ,20.24 ,22.92 ,21.08 ,22.29 ,25.73 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,AT",7.57 ,8.13 ,8.14 ,8.93 ,9.27 ,9.5 ,9.17 ,9.92 ,10.52 ,11.13 ,11.88 ,17.05 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,BA",: ,0 ,0 ,0.2 ,0.57 ,0.29 ,0.13 ,0.14 ,0.15 ,0.16 ,0.98 ,13.45 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,BE",211.28 ,210.48 ,227.01 ,211.46 ,249.55 ,217.45 ,229.25 ,259.49 ,265.79 ,308.21 ,358.68 ,438.62 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,BG",34.79 ,50.63 ,56.26 ,48.7 ,49.93 ,61.48 ,75.92 ,83.87 ,168.91 ,255.48 ,362.53 ,492.92 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,CH",0 ,17.79 ,25.83 ,39.37 ,47.18 ,53.56 ,59.63 ,70.31 ,82.06 ,87.39 ,115.81 p,126.03 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,CY",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,CZ",28.01 ,28.51 ,31.34 ,29.84 ,31.79 ,39.73 ,51.1 ,56.98 ,65.5 ,81.38 ,81.38 ,95.11 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,DE",2459.36 ,2646.02 ,2829.65 ,2981.71 ,3258.93 ,3694.63 ,4033.06 ,4419.89 ,4707.8 ,5081.89 ,5390.31 ,5795.32 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,DK",1034.98 ,1021.12 ,1060.17 ,1071.41 ,1100.9 ,1128.13 ,1556.91 ,1608.21 ,1722.38 ,1810.69 ,1933.4 ,2031.67 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EA19",4952.74 e,5313.47 e,5668.22 e,6027.09 e,6323.06 e,6821.99 e,7380.39 e,7968.01 e,8479.45 p,9186.87 p,9929.95 p,10675.48 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EA20",4979.61 e,5342.48 e,5698.75 e,6058.27 e,6356.19 e,6858.63 e,7434.07 e,8033.21 e,8555.36 p,9277.36 p,10033.09 p,10807.3 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EA21",5014.4 e,5393.11 e,5755.01 e,6106.97 e,6406.12 e,6920.11 e,7509.99 e,8117.08 e,8724.27 p,9532.84 p,10395.62 p,11300.22 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EE",3.06 ,3.33 ,3.61 ,3.83 ,4.43 ,4.56 ,5.5 ,6.5 ,6.9 ,7.62 ,8.19 ,10.18 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EEA_X_LI",10671.47 p,11337.14 p,11700.55 p,12156.95 p,12141.06 p,12992.33 p,14036.1 p,14551.98 p,15220.91 p,16437.32 p,17603.83 p,18485.09 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EFTA_X_LI",740.09 ,782.74 ,783.83 ,768.01 ,787.14 ,835.39 ,870.3 ,909.95 ,870.71 ,964.9 ,1077.4 p,1036.69 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,ES",2.74 ,2.78 ,2.94 ,3.04 ,3.06 ,3.13 ,3.35 ,3.4 ,3.43 ,3.29 ,3.21 ,3.56 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EU15",9628.01 p,10235.11 p,10566.85 p,11045.64 p,11006.18 p,11801.17 p,12761.51 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EU27_2007",9904.52 p,10543.18 p,10912.02 p,11397.13 p,11367.98 p,12173.86 p,13171.75 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EU27_2020",9931.38 p,10572.19 p,10942.55 p,11428.3 p,11401.1 p,12210.51 p,13225.43 p,13712.34 p,14432.26 p,15559.81 p,16642.24 p,17574.44 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,EU28",9931.38 p,10572.19 p,10942.55 p,11428.3 p,11401.1 p,12210.51 p,13225.43 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,FI",626.19 e,684.72 e,740.38 e,895.02 e,837.23 e,856.52 e,906.82 e,943.97 e,941.58 e,1044.72 e,1079.16 ,1092.98 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,FR",1137.49 ,1215.66 ,1273.56 ,1338.05 ,1402.13 ,1406.24 ,1523.95 ,1599.54 ,1709.56 ,1767.56 ,1998.58 ,2187.18 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,HR",26.87 ,29.01 ,30.53 ,31.17 ,33.13 e,36.65 e,53.68 e,65.2 e,75.91 ,90.5 e,103.14 ,131.82 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,HU",0 ,0 ,0 ,0 b,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,IS",0.63 ,0.82 ,0.55 ,0.56 ,0.51 ,8.11 ,8.67 ,7.66 ,9.1 ,9.25 ,13.7 ,11.1 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,IT",4 ,4 ,4 ,3 ,2 ,0 ,0 ,0 ,0 ,0 p,0 p,0 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,LT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 ,0 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,LU",485.78 ,523.57 ,551.14 ,552.59 ,531.07 ,603 ,637.93 ,660.2 ,722.27 ,797.77 ,853.94 ,862.73 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,LV",6.07 e,4.09 e,11.29 e,17.11 e,15.88 e,15.81 e,18.9 e,20.63 e,21.01 e,28.73 e,42.3 e,59.5 e
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0.2 ,0.32 ,0.49 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,MT",0.1 ,0.37 ,0.45 ,0.55 ,0.5 ,1.62 ,2.35 ,3.01 ,3.42 ,3.95 ,4.76 ,5.19 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,NO",739.46 ,764.13 ,757.45 ,728.08 ,739.45 ,773.72 ,802.01 ,831.99 ,779.56 ,868.26 ,947.89 ,899.56 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,PL",123.73 ,131.42 ,143.23 ,147.27 ,133.2 ,110.89 ,109.14 ,110.93 ,111.07 ,111.36 ,127.49 ,149.13 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,PT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,RO",71.65 ,79.41 ,82.94 ,92.37 ,117.05 ,129.08 ,137.21 ,144.8 ,151.46 ,149.2 ,201.94 ,240.59 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,RS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,SE",3658.62 p,3918.63 p,3869.87 p,3980.44 p,3612.04 p,3882.58 p,3861.07 p,3674.34 p,3657.58 p,3874.34 p,3902.4 p,3757.71 p
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,SI",9.1 ,10.3 ,16.05 ,11.8 ,9.01 ,9.49 ,10.08 ,41.45 ,87.12 p,131.84 p,178.71 ,202.91 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,SK",0 ,0 ,0 ,0 ,0 ,0.04 ,0.03 ,0.03 ,0.05 ,0.16 ,0.23 ,0.27 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,TR",4.31 ,2.76 ,2.36 ,1.68 ,1.79 ,1.62 ,1.28 ,1.51 ,1.69 ,1.57 ,2.84 ,5.88 
"A,TOTAL,KND_ASS_DT,NMT,MIO_EUR,UK",0 ,0 ,0 ,0 ,0 ,0 ,0 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,AL",: ,: ,: ,: ,: ,: ,19.7 ,20.24 ,22.92 ,21.08 ,22.29 ,25.73 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,AT",112.68 ,115.77 ,124.26 ,124.6 ,130.27 ,140.57 ,149.43 ,159.28 ,163.31 ,170.9 ,176.94 ,209.56 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,BA",: ,0 ,0 ,0.2 ,0.6 ,0.31 ,0.66 ,1.69 ,0.17 ,0.17 ,0.99 ,13.46 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,BE",211.28 ,210.48 ,227.01 ,211.46 ,249.55 ,217.45 ,229.25 ,259.49 ,265.79 ,308.21 ,358.68 ,438.62 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,BG",34.79 ,50.63 ,56.26 ,48.7 ,49.93 ,61.48 ,75.92 ,83.87 ,168.91 ,255.48 ,362.53 ,492.92 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,CH",0 ,17.79 ,25.83 ,39.37 ,47.18 ,53.56 ,59.63 ,70.31 ,82.06 ,87.39 ,115.81 p,126.03 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,CY",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,CZ",28.01 ,28.51 ,31.34 ,29.84 ,31.79 ,39.73 ,51.1 ,56.98 ,65.5 ,81.38 ,81.38 ,95.11 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,DE",3198.16 ,3381.44 ,3578.4 ,3742.59 ,4023.81 ,4440.48 ,4786 ,5180.33 ,5463.98 ,5830.29 ,6135.33 ,6563.45 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,DK",1034.98 ,1021.12 ,1060.17 ,1071.41 ,1100.9 ,1128.13 ,1556.91 ,1608.21 ,1722.38 ,1810.69 ,1933.4 ,2031.67 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EA19",6747.19 e,7070.98 e,7440.36 e,7793.44 e,8063.4 e,8524.87 e,9204.54 e,9866.77 e,10398.94 p,11121.46 p,12002.23 p,12911.63 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EA20",6774.48 e,7100.41 e,7471.59 e,7825.83 e,8098.09 e,8563.19 e,9260.18 e,9934.08 e,10477.18 p,11214.41 p,12107.64 p,13046.47 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EA21",6809.26 e,7151.04 e,7527.85 e,7874.54 e,8148.01 e,8624.67 e,9336.1 e,10017.94 e,10646.09 p,11469.89 p,12470.17 p,13539.38 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EE",3.06 ,3.33 ,3.61 ,3.83 ,4.43 ,4.56 ,5.5 ,6.5 ,6.9 ,7.62 ,8.19 ,10.18 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EEA_X_LI",12466.56 p,13095.85 p,13474.27 p,13925.4 p,13883.83 p,14697.76 p,15863.06 p,16453.67 p,17143.55 p,18375.17 p,19679.18 p,20725.16 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EFTA_X_LI",740.09 ,782.74 ,783.83 ,768.01 ,787.14 ,835.39 ,870.3 ,909.95 ,870.71 ,964.9 ,1077.4 p,1036.69 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,ES",486.69 ,470.72 ,482.21 ,492.28 ,475.38 ,517.75 ,630.88 ,698.99 ,728.97 ,761.59 ,889.77 ,1008.88 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EU15",16311.36 p,16718.04 p,14347.4 p,15099.14 p,14808.25 p,15575.61 p,16715.68 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EU27_2007",16589.84 p,17028.28 p,14694.92 p,15452.69 p,15172.4 p,15950.12 p,17127.87 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EU27_2020",11726.48 p,12330.91 p,12716.27 p,13196.76 p,13143.87 p,13915.93 p,15052.38 p,15614.03 p,16354.89 p,17497.65 p,18717.59 p,19814.5 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,EU28",16617.13 p,17057.71 p,14726.15 p,15485.08 p,15207.08 p,15988.45 p,17183.51 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,FI",626.19 e,684.72 e,740.38 e,895.02 e,837.23 e,856.52 e,906.82 e,943.97 e,941.58 e,1044.72 e,1079.16 ,1092.98 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,FR",1514.37 ,1570.55 ,1603.04 ,1653.5 ,1695.92 ,1669.6 ,1771.94 ,1829.68 ,1928.45 ,1968.05 ,2188.92 ,2375.85 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,HR",27.29 e,29.43 e,31.23 e,32.39 e,34.69 e,38.33 e,55.64 e,67.3 e,78.23 ,92.95 e,105.41 ,134.83 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,HU",0 ,0 ,0 ,0 b,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,IS",0.63 ,0.82 ,0.55 ,0.56 ,0.51 ,8.11 ,8.67 ,7.66 ,9.1 ,9.25 ,13.7 ,11.1 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,IT",88 ,90 ,97 ,83 ,85 ,43 ,50 ,51 ,52 ,41 p,52 p,48 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,LT",1.46 ,1.08 ,1.17 ,0.9 ,1.23 ,0.96 ,1.11 ,7.28 ,8.32 p,20.6 p,27.61 ,27.55 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,LU",485.78 ,523.57 ,551.14 ,552.59 ,531.07 ,603 ,637.93 ,660.2 ,722.27 ,797.77 ,853.94 ,862.73 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,LV",6.07 e,4.09 e,11.29 e,17.11 e,15.88 e,15.81 e,18.9 e,20.63 e,21.01 e,28.73 p,42.3 e,59.5 e
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0.2 ,0.32 ,0.49 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,MT",0.4 ,0.67 ,0.76 ,0.83 ,0.75 ,1.62 ,2.35 ,3.01 ,3.42 ,3.95 ,4.76 ,5.19 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,NO",739.46 ,764.13 ,757.45 ,728.08 ,739.45 ,773.72 ,802.01 ,831.99 ,779.56 ,868.26 ,947.89 ,899.56 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,PL",123.73 ,131.42 ,143.23 ,147.27 ,133.2 ,110.89 ,109.14 ,110.93 ,111.07 ,111.36 ,127.49 ,149.13 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,PT",3.96 ,4.25 ,4.05 ,3.93 ,3.87 ,4.02 ,4.32 ,4.95 ,5.77 ,6.02 ,5.7 ,5.97 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,RO",71.87 e,80.2 ,83.82 ,93.25 e,117.93 ,129.94 ,138.06 ,145.63 ,152.28 ,149.99 ,202.73 ,241.49 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,RS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,SE",3658.62 p,3918.63 p,3869.87 p,3980.44 p,3612.04 p,3882.58 p,3861.07 p,3674.34 p,3657.58 p,3874.34 p,3902.4 p,3757.71 p
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,SI",9.1 ,10.3 ,16.05 ,11.8 ,9.01 ,9.49 ,10.08 ,41.45 ,87.12 p,131.84 p,178.71 ,202.91 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,SK",0 ,0 ,0 ,0 ,0 ,0.04 ,0.03 ,0.03 ,0.05 ,0.16 ,0.23 ,0.27 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,TR",1339.73 ,1408.24 ,1422.87 ,1453.23 ,1513.35 ,1398.2 ,1177.97 ,1291.84 ,1159.29 ,1026.05 ,1019.9 ,1210.43 
"A,TOTAL,KND_ASS_DT,TOTAL,MIO_EUR,UK",4890.66 ,4726.8 ,2009.88 ,2288.33 ,2063.21 ,2072.52 ,2131.13 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_OTH,MT,MIO_EUR,AT",219.54 ,229.47 ,242.42 ,257.44 ,267.59 ,277.12 ,295.77 ,324.82 ,316.88 ,337.41 ,357.04 ,413.86 
"A,TOTAL,KND_OTH,MT,MIO_EUR,BA",: ,0 ,0.06 ,0.01 ,0.02 ,0.01 ,0.19 ,0.4 ,0.02 ,0.03 ,: ,0.02 
"A,TOTAL,KND_OTH,MT,MIO_EUR,BE",7.86 ,7.38 ,7.89 ,8.38 ,8.61 ,7.34 ,7.21 ,6.96 ,7.1 ,7.03 ,7.3 ,7.36 
"A,TOTAL,KND_OTH,MT,MIO_EUR,BG",0 ,0.33 ,0.22 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_OTH,MT,MIO_EUR,CH",204.7 e,203.54 e,210.96 e,245.6 e,248.66 e,246.61 e,235.35 e,248.01 e,258.64 e,255.39 e,305.02 p,311.25 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,CY",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,KND_OTH,MT,MIO_EUR,DE",314.29 ,341.56 ,345.66 ,362.17 ,301.64 ,302.98 ,323.1 ,353.85 ,305.89 ,288.98 ,307.8 ,273.77 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,DK",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: 
"A,TOTAL,KND_OTH,MT,MIO_EUR,EA19",1639.54 ,1649.9 ,1577.68 ,1563.1 ,1496.35 ,1574.65 ,1670.03 ,1695.78 ,1641.55 p,1906.98 p,2484.49 p,3009.08 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,EA20",1639.54 ,1649.9 ,1577.68 ,1563.1 ,1496.35 ,1574.65 ,1670.03 e,1695.93 ,1641.59 p,1907.03 p,2484.54 p,3009.13 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,EA21",1639.54 ,1650.23 ,1577.89 ,1563.1 ,1496.35 ,1574.65 ,1670.03 e,1695.93 ,1641.59 p,1907.03 p,2484.54 p,3009.13 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,EE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_OTH,MT,MIO_EUR,EEA_X_LI",1681.82 p,1695.53 p,1615.58 p,1593.92 p,1527.65 p,1592.33 p,1680.63 p,1710.27 p,1655.38 p,1921.43 p,2499.17 p,3021.76 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,EFTA_X_LI",204.7 e,203.54 e,210.96 e,245.6 e,248.66 e,246.61 e,235.35 e,248.01 e,258.64 e,255.39 e,305.02 p,311.25 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,EL",21.09 ,30.73 ,27.15 ,21.18 ,22.16 ,20.1 ,23.59 ,15.33 ,2.65 ,2.98 ,4.4 ,5.13 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,ES",267.05 ,233.66 ,238.14 ,240.38 ,238.44 ,253.18 ,250.7 ,270.38 ,292.17 ,313.34 ,324.91 ,341.14 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,EU15",1678.95 p,1692.43 p,1612.3 p,1593.03 p,1526.77 p,1591.47 p,1679.78 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_OTH,MT,MIO_EUR,EU27_2007",1681.82 p,1695.53 p,1615.58 p,1593.92 p,1527.65 p,1592.33 p,1680.63 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_OTH,MT,MIO_EUR,EU27_2020",1681.82 p,1695.53 p,1615.58 p,1593.92 p,1527.65 p,1592.33 p,1680.63 p,1710.27 p,1655.38 p,1921.43 p,2499.17 p,3021.76 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,EU28",1681.82 p,1695.53 p,1615.58 p,1593.92 p,1527.65 p,1592.33 p,1680.63 p,: ,: ,: ,: ,: 
"A,TOTAL,KND_OTH,MT,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_OTH,MT,MIO_EUR,FR",1.43 ,2.22 ,2.59 ,2.64 ,2.21 ,2.25 ,2.22 ,1.74 ,9.82 ,1.36 ,1.9 ,2.65 p
"A,TOTAL,KND_OTH,MT,MIO_EUR,HR",0 ,0 ,0 ,0 ,0 ,0 ,0 e,0.16 ,0.04 ,0.04 e,0.04 ,0.05 
"A,TOTAL,KND_OTH,MT,MIO_EUR,HU",2.19 ,1.9 ,2.17 ,0 b,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,KND_OTH,MT,MIO_EUR,IE",63.83 ,60.8 ,56.82 ,54.79 ,61.91 ,66.18 ,72.1 ,62.71 ,76.78 ,81.01 ,148.4 ,127.2 
"A,TOTAL,KND_OTH,MT,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
